cep,cnpj,data_abertura,municipio,nome_fantasia,razao_social,situacao,uf
,82863945000100,,,,,,
,06295902000189,,,,,,
,14790161000211,,,,,,
,16732677000235,,,,,,
,79888178000170,,,,,,
,18733440000113,,,,,,
,03920567000174,,,,,,
,83595926000102,,,,,,
,83648535000362,,,,,,
,83648535000443,,,,,,
,83648535000109,,,,,,
,04683166000100,,,,,,
,27643038000139,,,,,,
,10647460000321,,,,,,
,10367269000164,,,,,,
,75474288000135,,,,,,
,83158824000979,,,,,,
,02899073000192,,,,,,
,04382157000180,,,,,,
,09517479000455,,,,,,
,09517479000374,,,,,,
,14484801000184,,,,,,
,79229258000114,,,,,,
,02716258000114,,,,,,
,14375176000302,,,,,,
,82114513000198,,,,,,
,17012985000178,,,,,,
,83193896000108,,,,,,
,04340499000137,,,,,,
,83488882003129,,,,,,
,82169897000146,,,,,,
,83646984001777,,,,,,
,83646984007708,,,,,,
,05007710000167,,,,,,
,79414033000219,,,,,,
,83280446000144,,,,,,
,81326258000346,,,,,,
,05525987000181,,,,,,
,03345559000141,,,,,,
,78257227000104,,,,,,
,05697307000107,,,,,,
,18100930000182,,,,,,
,01867619000160,,,,,,
,02669057000103,,,,,,
,08911601000168,,,,,,
,83650655000132,,,,,,
,08033253000688,,,,,,
,23108579000106,,,,,,
,05886896000171,,,,,,
,18912417000196,,,,,,
,13925448000168,,,,,,
,25377845000121,,,,,,
,07814195000152,,,,,,
,85299170000171,,,,,,
,11830491000114,,,,,,
,12340615000146,,,,,,
,85220333000189,,,,,,
,08991613000140,,,,,,
,79258000000146,,,,,,
,22245301000118,,,,,,
,34028316197810,,,,,,
,34028316768745,,,,,,
,85318343000151,,,,,,
,44597052008732,,,,,,
,26545656000183,,,,,,
,11406856000188,,,,,,
,01195837000104,,,,,,
,24872399000169,,,,,,
,05248009000130,,,,,,
,03049266000117,,,,,,
,83457267000130,,,,,,
,83533992000140,,,,,,
,05409690000231,,,,,,
,04225290000122,,,,,,
,20705250000134,,,,,,
,07473735007356,,,,,,
,03281713000169,,,,,,
,11045833000195,,,,,,
,02386002000277,,,,,,
,09581432000108,,,,,,
,01043662000101,,,,,,
,09581259000148,,,,,,
,83197913000177,,,,,,
,13866640000120,,,,,,
,04991041000148,,,,,,
,05395143000163,,,,,,
,79024915000197,,,,,,
,17980445000420,,,,,,
,20320631000448,,,,,,
,17261661004241,,,,,,
,02014097000117,,,,,,
,13451512000116,,,,,,
,85187300000184,,,,,,
,14508495000179,,,,,,
,01669433000105,,,,,,
,15122215000152,,,,,,
,12781615000181,,,,,,
,21957786000100,,,,,,
,17383200000173,,,,,,
,10345300000166,,,,,,
,19137438000144,,,,,,
,19162215000137,,,,,,
,17741575000168,,,,,,
,01468307000184,,,,,,
,05991347000167,,,,,,
,05438769000100,,,,,,
,21132589000151,,,,,,
,08215601000123,,,,,,
,95827325000159,,,,,,
,27621568000186,,,,,,
,14629249000175,,,,,,
,84813583000160,,,,,,
,13480802000198,,,,,,
,06015748000497,,,,,,
,08928877000159,,,,,,
,26876547000149,,,,,,
,21061853000103,,,,,,
,83198994000391,,,,,,
,09047554000119,,,,,,
,83864819000205,,,,,,
,13011182000229,,,,,,
,95830956000208,,,,,,
,20846751000130,,,,,,
,82563891000159,,,,,,
,15121707000123,,,,,,
,24781967000116,,,,,,
,01522309000104,,,,,,
,37562782000162,,,,,,
,03982931000120,,,,,,
,14466794000350,,,,,,
,11999092000181,,,,,,
,00300969000188,,,,,,
,00748924000170,,,,,,
,07150563000105,,,,,,
,01837667000106,,,,,,
,04349586000155,,,,,,
,01517010000161,,,,,,
,03356425000126,,,,,,
,03356425000207,,,,,,
,21969226000175,,,,,,
,36814275000106,,,,,,
,07817206000158,,,,,,
,03746039000140,,,,,,
,09200245000137,,,,,,
,09601803000176,,,,,,
,76535764032428,,,,,,
,02558157002106,,,,,,
,05060828000159,,,,,,
,02994728000101,,,,,,
,10869183000130,,,,,,
,16633440000116,,,,,,
,37150661000103,,,,,,
,10724856000163,,,,,,
,11159364000135,,,,,,
,02331276000188,,,,,,
,24217139000150,,,,,,
,07436265000186,,,,,,
,01065989000184,,,,,,
,03554611000170,,,,,,
,79202719000165,,,,,,
,75543611000185,,,,,,
,06879814000124,,,,,,
,45884374887,,,,,,
,46392130000118,,,,,,
,09183490000183,,,,,,
,24970280000129,,,,,,
,43911106000150,,,,,,
,58150988000155,,,,,,
,16811885000149,,,,,,
,18043855000165,,,,,,
,84968874000127,,,,,,
,05563868001004,,,,,,
,94350907000124,,,,,,
,05563868000466,,,,,,
,09124679000286,,,,,,
,90589540000145,,,,,,
,04303895000194,,,,,,
,10742516000165,,,,,,
,06182007000158,,,,,,
,26263349000100,,,,,,
,21337127000170,,,,,,
,20887348000150,,,,,,
,21247627000111,,,,,,
,00577065000366,,,,,,
,17360894000123,,,,,,
,92379676000156,,,,,,
,02973239000173,,,,,,
,87633046000126,,,,,,
,06171574000109,,,,,,
,01973518000689,,,,,,
,45543915054273,,,,,,
,05910155000189,,,,,,
,01514714000180,,,,,,
,93489243000540,,,,,,
,07516878000123,,,,,,
,20516046000175,,,,,,
,01037323000112,,,,,,
,08899620000116,,,,,,
,04642623000119,,,,,,
,25307368000128,,,,,,
,01036032000100,,,,,,
,02558109000506,,,,,,
,94961828000230,,,,,,
,93489243001945,,,,,,
,89774160002498,,,,,,
,97663728006095,,,,,,
,97663728005790,,,,,,
,14626223000173,,,,,,
,07473735007941,,,,,,
,07473735008832,,,,,,
,07473735011892,,,,,,
,06886783000139,,,,,,
,02388812000181,,,,,,
,03875571000400,,,,,,
,03875571000168,,,,,,
,14635893000156,,,,,,
,93000586000175,,,,,,
,93234086000106,,,,,,
,01088503000123,,,,,,
,90589698000204,,,,,,
,17494201000195,,,,,,
,97168124000201,,,,,,
,05892140000135,,,,,,
,01594760000137,,,,,,
,14744365000135,,,,,,
,05150445000171,,,,,,
,24042142000260,,,,,,
,05728599000106,,,,,,
,95425369000233,,,,,,
,03179047000152,,,,,,
,04477693000240,,,,,,
,25137101000130,,,,,,
,19200110000125,,,,,,
,92312958000136,,,,,,
,07231776000161,,,,,,
,14774741000134,,,,,,
,11078080000203,,,,,,
,88991112000100,,,,,,
,08824904000143,,,,,,
,04144615000142,,,,,,
,15487553000198,,,,,,
,91756379000110,,,,,,
,00133913000267,,,,,,
,94124625000109,,,,,,
,04615880000161,,,,,,
,23981809000147,,,,,,
,93790616000194,,,,,,
,87209235000338,,,,,,
,12562786000110,,,,,,
,09485163000186,,,,,,
,25024874000100,,,,,,
,05467547000115,,,,,,
,91826107000149,,,,,,
,04066340000176,,,,,,
,02779622000195,,,,,,
,88409537000150,,,,,,
,90193046000167,,,,,,
,07063677000118,,,,,,
,04539571000150,,,,,,
,18863400000196,,,,,,
,24974655000129,,,,,,
,03015518000197,,,,,,
,11990296000151,,,,,,
,87656039000140,,,,,,
,88606959000116,,,,,,
,89655880000148,,,,,,
,01952897000116,,,,,,
,89246748000182,,,,,,
,02411935000196,,,,,,
,89334452000113,,,,,,
,87404828000193,,,,,,
,01903572000143,,,,,,
,87744447000153,,,,,,
,97730220000102,,,,,,
,27113969000125,,,,,,
,86725546000125,,,,,,
,27558399000187,,,,,,
,87954830000136,,,,,,
,14359552000103,,,,,,
,21581179000198,,,,,,
,24260528000168,,,,,,
,09250186000101,,,,,,
,10440835000205,,,,,,
,00440439000135,,,,,,
,24966984000128,,,,,,
,10638833000136,,,,,,
,16157353000130,,,,,,
,26746170000103,,,,,,
,13847575000196,,,,,,
,03981112000169,,,,,,
,12210182000104,,,,,,
,15325296000198,,,,,,
,08908856000171,,,,,,
,72033442000145,,,,,,
,89702096000143,,,,,,
,14774208000172,,,,,,
,05262254000100,,,,,,
,95039566000214,,,,,,
,22714520000107,,,,,,
,02264217000134,,,,,,
,93900132000150,,,,,,
,18043954000147,,,,,,
,88969399000164,,,,,,
,94177201000102,,,,,,
,19947211000164,,,,,,
,09158701000128,,,,,,
,97448963000194,,,,,,
,00990492000100,,,,,,
,86861986000100,,,,,,
,15147817000164,,,,,,
,12010663000176,,,,,,
,88630413000109,,,,,,
,89433114000139,,,,,,
,02001370000179,,,,,,
,89450324000135,,,,,,
,88404298000146,,,,,,
,16839209000183,,,,,,
,92016112000159,,,,,,
,95424735000159,,,,,,
,07274407000156,,,,,,
,47508411107627,,,,,,
,01765213000177,,,,,,
,11234243000100,,,,,,
,07254166000183,,,,,,
,11177492000292,,,,,,
,09688378000102,,,,,,
,17017964000145,,,,,,
,23306087002098,,,,,,
,25180744000166,,,,,,
,00602369000174,,,,,,
,10460783000140,,,,,,
,01552504000187,,,,,,
,01016179000804,,,,,,
,05562589000135,,,,,,
,01332922000169,,,,,,
,04979169000196,,,,,,
,13478481000197,,,,,,
,24586803000138,,,,,,
,08738994000150,,,,,,
,15739214000151,,,,,,
,08422115000186,,,,,,
,01242690000158,,,,,,
,08418303000130,,,,,,
,05012787000125,,,,,,
,17348259000120,,,,,,
,24245524000100,,,,,,
,40921967000120,,,,,,
,41168253000156,,,,,,
,08951056000133,,,,,,
,18710184000149,,,,,,
,33000118001302,,,,,,
,04206050008165,,,,,,
,10352798000194,,,,,,
,04221587000110,,,,,,
,20123358000119,,,,,,
,05301372000171,,,,,,
,36405199000185,,,,,,
,14443484000158,,,,,,
,23889177000196,,,,,,
,09086865000510,,,,,,
,09086865000197,,,,,,
,36325504000129,,,,,,
,12668863000110,,,,,,
,07571908000102,,,,,,
,07885299000158,,,,,,
,14295666000129,,,,,,
,05382597000108,,,,,,
,25047636000110,,,,,,
,10275707000164,,,,,,
,03948877000105,,,,,,
,24294592000160,,,,,,
,36309276000101,,,,,,
,27130574000130,,,,,,
,28413219000131,,,,,,
,24145665000151,,,,,,
,27025907000161,,,,,,
,32439853000110,,,,,,
,04594813000108,,,,,,
,30978795000178,,,,,,
,18526631000104,,,,,,
,31717226000131,,,,,,
,13026394000107,,,,,,
,08582411000144,,,,,,
,09372629000137,,,,,,
,01623423000120,,,,,,
,18375242000125,,,,,,
,03455936000103,,,,,,
,14959826000197,,,,,,
,04814652000110,,,,,,
,02468894000174,,,,,,
,02389008000117,,,,,,
,28498137000137,,,,,,
,27277342000100,,,,,,
,30564025000189,,,,,,
,30560379000236,,,,,,
,27996594000865,,,,,,
,02012862008144,,,,,,
,11510232000106,,,,,,
,06177379000196,,,,,,
,26316128000152,,,,,,
,04924652000173,,,,,,
,02328601000153,,,,,,
,33592510026200,,,,,,
,27488725000127,,,,,,
,03119806000191,,,,,,
,28176998000441,,,,,,
,33249046000106,,,,,,
,20149603000167,,,,,,
,73242968000106,,,,,,
,07538102710,,,,,,
,09283747000179,,,,,,
,28606630000123,,,,,,
,22010600000173,,,,,,
,05013234000197,,,,,,
,03477282787,,,,,,
,00306597009668,,,,,,
,04252787000130,,,,,,
,03668507000106,,,,,,
,04804979000101,,,,,,
,01489132000191,,,,,,
,28276194000171,,,,,,
,12693405000131,,,,,,
,97548962000111,,,,,,
,09299906000123,,,,,,
,01555124000104,,,,,,
,08381085000107,,,,,,
,04410746000124,,,,,,
,30548127000100,,,,,,
,19054870000171,,,,,,
,34028316254202,,,,,,
,14960356000181,,,,,,
,06280818000191,,,,,,
,31329683000159,,,,,,
,32287914000171,,,,,,
,25277043000140,,,,,,
,10816782000195,,,,,,
,30885693000108,,,,,,
,48658880710,,,,,,
,01298772000114,,,,,,
,02908566710,,,,,,
,07154053739,,,,,,
,22163297000149,,,,,,
,86900404000661,,,,,,
,03474338000173,,,,,,
,06637047000147,,,,,,
,33288852772,,,,,,
,75246562700,,,,,,
,05425039000174,,,,,,
,26384523434,,,,,,
,11197760741,,,,,,
,21887268715,,,,,,
,75037211700,,,,,,
,05534031000146,,,,,,
,12566859760,,,,,,
,12305766572,,,,,,
,24384596000139,,,,,,
,03544644000309,,,,,,
,04389132000299,,,,,,
,01966583000172,,,,,,
,14842482000131,,,,,,
,05024078000321,,,,,,
,11642408000183,,,,,,
,08775047000139,,,,,,
,04499302000107,,,,,,
,03468344000118,,,,,,
,12223678000112,,,,,,
,01832098000106,,,,,,
,04741326000120,,,,,,
,05990032000103,,,,,,
,22637844000180,,,,,,
,05501924000276,,,,,,
,22524403000172,,,,,,
,06303772000189,,,,,,
,70081518000182,,,,,,
,70082243000444,,,,,,
,10073781000106,,,,,,
,10545767000150,,,,,,
,08675142000241,,,,,,
,04164913000102,,,,,,
,05952010000140,,,,,,
,12087733000194,,,,,,
,10648044000186,,,,,,
,17654293000123,,,,,,
,41057571000301,,,,,,
,41057571000220,,,,,,
,02580160000182,,,,,,
,11130989000174,,,,,,
,33000118001493,,,,,,
,34028316060351,,,,,,
,20175900000187,,,,,,
,05802605000110,,,,,,
,19965674000400,,,,,,
,21279432000404,,,,,,
,11080590000126,,,,,,
,01559514000144,,,,,,
,47508411046903,,,,,,
,24988512000176,,,,,,
,00572940000155,,,,,,
,12756372000121,,,,,,
,03487767000185,,,,,,
,10716563000134,,,,,,
,17852006000190,,,,,,
,10875318000170,,,,,,
,13751059000163,,,,,,
,04454080000106,,,,,,
,10499790000155,,,,,,
,10798767000161,,,,,,
,04176920000116,,,,,,
,08097305000175,,,,,,
,01471624000150,,,,,,
,18054250000250,,,,,,
,41115205000108,,,,,,
,19011413000108,,,,,,
,07085590000222,,,,,,
,22749900000179,,,,,,
,23570062000304,,,,,,
,21745432000100,,,,,,
,02333098000124,,,,,,
,21692386000110,,,,,,
,10548278000151,,,,,,
,01447072000144,,,,,,
,12317351000100,,,,,,
,04709659000172,,,,,,
,07316751000160,,,,,,
,28731301000104,,,,,,
,24364810000195,,,,,,
,13247232000190,,,,,,
,15435669000183,,,,,,
,06928691000174,,,,,,
,05538410000104,,,,,,
,08508690000104,,,,,,
,86706520000130,,,,,,
,09177547000131,,,,,,
,04449961000139,,,,,,
,02588785000190,,,,,,
,07565765000118,,,,,,
,35216498000109,,,,,,
,22874179000149,,,,,,
,18452053000109,,,,,,
,10758101000180,,,,,,
,12311809000113,,,,,,
,06270451000125,,,,,,
,22071854000100,,,,,,
,06327640000197,,,,,,
,12485601000110,,,,,,
,15084680000146,,,,,,
,21810730000128,,,,,,
,13914164000176,,,,,,
,07730706000158,,,,,,
,06597751000113,,,,,,
,07707094000182,,,,,,
,19447229000105,,,,,,
,12526629000159,,,,,,
,12309080000140,,,,,,
,17703194000194,,,,,,
,10418324000106,,,,,,
,06226820000182,,,,,,
,07870005000114,,,,,,
,10848194000133,,,,,,
,09531721000100,,,,,,
,07796749000136,,,,,,
,19941903000103,,,,,,
,21767226000192,,,,,,
,26521647000152,,,,,,
,43656511000179,,,,,,
,10203913000169,,,,,,
,20514988000114,,,,,,
,43720903000150,,,,,,
,59779512000140,,,,,,
,21627895000169,,,,,,
,03357735000165,,,,,,
,04900207000173,,,,,,
,26742291000187,,,,,,
,07503564000196,,,,,,
,00924420000164,,,,,,
,07287608000198,,,,,,
,59408849000141,,,,,,
,34028316291329,,,,,,
,20401310000125,,,,,,
,10809856000166,,,,,,
,02469342000695,,,,,,
,04688027000170,,,,,,
,18500605000107,,,,,,
,22815061000140,,,,,,
,10144776000139,,,,,,
,25054414000124,,,,,,
,07183831000195,,,,,,
,01687071000339,,,,,,
,11728128000354,,,,,,
,16515054000120,,,,,,
,04682155000106,,,,,,
,35345321000102,,,,,,
,12255782000199,,,,,,
,18958097000105,,,,,,
,07480753000190,,,,,,
,08302474000108,,,,,,
,05952001000150,,,,,,
,12543399000136,,,,,,
,17571759000127,,,,,,
,11646385000185,,,,,,
,12422850000167,,,,,,
,25266710000199,,,,,,
,15071719000190,,,,,,
,02705287000180,,,,,,
,06224995000150,,,,,,
,04937174000136,,,,,,
,10679439000146,,,,,,
,13160516000145,,,,,,
,19148795000108,,,,,,
,06863706000163,,,,,,
,11309483000127,,,,,,
,15604079000137,,,,,,
,00267163000135,,,,,,
,34028316892080,,,,,,
,34028316002742,,,,,,
,04884082000992,,,,,,
,35670157000109,,,,,,
,07575651006270,,,,,,
,20754781000117,,,,,,
,04866647000151,,,,,,
,20532268000181,,,,,,
,26780175000152,,,,,,
,22841162000195,,,,,,
,47229588000113,,,,,,
,20792679000106,,,,,,
,05496464000154,,,,,,
,19206298000119,,,,,,
,08289545000171,,,,,,
,07888049000252,,,,,,
,18356340000115,,,,,,
,07015372000130,,,,,,
,26726981000142,,,,,,
,16432732000190,,,,,,
,05379211000109,,,,,,
,11478266000160,,,,,,
,21753338000194,,,,,,
,22516146000208,,,,,,
,02914981000108,,,,,,
,02905110024302,,,,,,
,14862530000153,,,,,,
,18725280000160,,,,,,
,16843838000187,,,,,,
,15607702000105,,,,,,
,09306339000195,,,,,,
,03001065000140,,,,,,
,22732237000108,,,,,,
,23036995000146,,,,,,
,21504407000126,,,,,,
,23237303000128,,,,,,
,15653749000105,,,,,,
,10458730000194,,,,,,
,21933847000280,,,,,,
,04886969000324,,,,,,
,61659942000170,,,,,,
,12757716000117,,,,,,
,50651371000101,,,,,,
,07777637000138,,,,,,
,17080332000207,,,,,,
,24516206000137,,,,,,
,66546565000187,,,,,,
,18054250000170,,,,,,
,08741472000107,,,,,,
,01009348000102,,,,,,
,03572023000169,,,,,,
,08221746000137,,,,,,
,19407911000166,,,,,,
,00857396000198,,,,,,
,23474576000196,,,,,,
,07542146000108,,,,,,
,13192527000107,,,,,,
,14763421000189,,,,,,
,04254324000107,,,,,,
,02434285000102,,,,,,
,05286229000158,,,,,,
,20416307000185,,,,,,
,05531183000195,,,,,,
,15428016000177,,,,,,
,11399739000991,,,,,,
,20994277000194,,,,,,
,05859899000973,,,,,,
,06022613000106,,,,,,
,08012111000553,,,,,,
,15788156000156,,,,,,
,13766538000153,,,,,,
,02815531000168,,,,,,
,01694937000177,,,,,,
,03653686000108,,,,,,
,91849372000142,,,,,,
,08170100000178,,,,,,
,18093359000116,,,,,,
,02016440000162,,,,,,
,09049296000100,,,,,,
,10779589000121,,,,,,
,01710263000319,,,,,,
,89713861000392,,,,,,
,01742563000118,,,,,,
,04356921000142,,,,,,
,93260594000150,,,,,,
,95427191000189,,,,,,
,05904038000102,,,,,,
,95425369002287,,,,,,
,01537787000198,,,,,,
,90930587000120,,,,,,
,93489243000973,,,,,,
,93489243001007,,,,,,
,14488768000160,,,,,,
,07473735003792,,,,,,
,02906922000350,,,,,,
,02906922000198,,,,,,
,98591993000118,,,,,,
,93648517000253,,,,,,
,12508374000100,,,,,,
,95434809000480,,,,,,
,95434809000723,,,,,,
,05662972000246,,,,,,
,13337125000153,,,,,,
,00624595000237,,,,,,
,20089390000125,,,,,,
,02240144000140,,,,,,
,11392415000174,,,,,,
,05904038000293,,,,,,
,00121811000906,,,,,,
,95425542000465,,,,,,
,19037103000154,,,,,,
,95425369000586,,,,,,
,07473735012198,,,,,,
,04480825000101,,,,,,
,07103445000146,,,,,,
,07844974000109,,,,,,
,06002772000149,,,,,,
,93306868000103,,,,,,
,73273153000186,,,,,,
,92305705000135,,,,,,
,89947501000193,,,,,,
,26245861000123,,,,,,
,91222851000134,,,,,,
,98597719000156,,,,,,
,95424834000130,,,,,,
,04709453000142,,,,,,
,07451101000128,,,,,,
,11394261000150,,,,,,
,19809668000102,,,,,,
,94166956000101,,,,,,
,23484664000179,,,,,,
,87068292000182,,,,,,
,07333717000102,,,,,,
,03487387000140,,,,,,
,87251906000167,,,,,,
,89200208000168,,,,,,
,04432643000165,,,,,,
,95087649000106,,,,,,
,90306051000139,,,,,,
,95614632000151,,,,,,
,02417196000140,,,,,,
,05256475000167,,,,,,
,88087713000185,,,,,,
,88506969000180,,,,,,
,07387098000120,,,,,,
,97448724000134,,,,,,
,01756580000104,,,,,,
,91825802000196,,,,,,
,98591142000175,,,,,,
,89735880000158,,,,,,
,04933866000106,,,,,,
,00440328000129,,,,,,
,92821701000100,,,,,,
,08929859000191,,,,,,
,10683920000105,,,,,,
,93959591000100,,,,,,
,12800589000191,,,,,,
,13892243000123,,,,,,
,91589507000269,,,,,,
,21554427000101,,,,,,
,00545166000193,,,,,,
,25080444000105,,,,,,
,23743748000180,,,,,,
,04048998000155,,,,,,
,01726490000170,,,,,,
,08097399000182,,,,,,
,00642703000113,,,,,,
,04483562000194,,,,,,
,97005581000358,,,,,,
,06085376000122,,,,,,
,02733597000109,,,,,,
,04450989000196,,,,,,
,14750147000103,,,,,,
,08293133000105,,,,,,
,09323457000101,,,,,,
,20898307000169,,,,,,
,20275792000114,,,,,,
,01663565000111,,,,,,
,20228190000106,,,,,,
,07106877000100,,,,,,
,15295901000125,,,,,,
,09009377000186,,,,,,
,00315446000458,,,,,,
,89366199000180,,,,,,
,94097417000168,,,,,,
,22993038000145,,,,,,
,87858338000167,,,,,,
,00206462000160,,,,,,
,17759634000125,,,,,,
,06042682000181,,,,,,
,14161933000175,,,,,,
,08029317000162,,,,,,
,93526457000115,,,,,,
,05812224000111,,,,,,
,01495724000116,,,,,,
,07574545000150,,,,,,
,88520853000103,,,,,,
,10532251000170,,,,,,
,00920045000184,,,,,,
,94568698000190,,,,,,
,07410560000163,,,,,,
,81247314000195,,,,,,
,01808151004392,,,,,,
,89309546000132,,,,,,
,91158717000111,,,,,,
,17457404000454,,,,,,
,28151363000147,,,,,,
,13074670000102,,,,,,
,43283811017800,,,,,,
,11202373000161,,,,,,
,65322312749,,,,,,
,40432544011858,,,,,,
,00019299000126,,,,,,
,27348861000111,,,,,,
,27150549000119,,,,,,
,13253245000172,,,,,,
,36348472000187,,,,,,
,04998598000100,,,,,,
,03356662000197,,,,,,
,05964723000124,,,,,,
,04137173000107,,,,,,
,10569345000114,,,,,,
,05349237000104,,,,,,
,07315739000131,,,,,,
,17836798000109,,,,,,
,11740674000149,,,,,,
,18816036000103,,,,,,
,36046068000159,,,,,,
,17397560000124,,,,,,
,36356251000231,,,,,,
,07601887000112,,,,,,
,02012862000593,,,,,,
,27065150000130,,,,,,
,28133619001408,,,,,,
,02223966008017,,,,,,
,24327211000100,,,,,,
,14777686000136,,,,,,
,14777686000217,,,,,,
,01501357000116,,,,,,
,23759247000191,,,,,,
,06790264000172,,,,,,
,04837505000166,,,,,,
,15550201000130,,,,,,
,36312916000124,,,,,,
,08246851000120,,,,,,
,30553770000122,,,,,,
,05080045000137,,,,,,
,65877284720,,,,,,
,48309850115,,,,,,
,23220228100,,,,,,
,01009507109,,,,,,
,02253186000116,,,,,,
,06878891000160,,,,,,
,12598338000176,,,,,,
,11491355000147,,,,,,
,43283811012085,,,,,,
,10642041000135,,,,,,
,63851430000137,,,,,,
,23902916000132,,,,,,
,12645796000119,,,,,,
,03452123000232,,,,,,
,01672761000152,,,,,,
,18560648000188,,,,,,
,05561158000154,,,,,,
,34875690000144,,,,,,
,02013322000109,,,,,,
,14504011000113,,,,,,
,12472673000123,,,,,,
,00716713000156,,,,,,
,12984264000106,,,,,,
,04378182000190,,,,,,
,22618242000186,,,,,,
,02243070000104,,,,,,
,05674574000169,,,,,,
,15214861000140,,,,,,
,22986577000157,,,,,,
,03628983000101,,,,,,
,24108601000180,,,,,,
,14509734000105,,,,,,
,08666768000100,,,,,,
,11902150000107,,,,,,
,07951360000118,,,,,,
,12748035000192,,,,,,
,04024705000108,,,,,,
,17214212000174,,,,,,
,14257395000117,,,,,,
,12152860000120,,,,,,
,08646204000106,,,,,,
,03763085000158,,,,,,
,16613470000160,,,,,,
,08218610000178,,,,,,
,17620604000133,,,,,,
,27438458000183,,,,,,
,04206050002809,,,,,,
,34028316327960,,,,,,
,04929683000117,,,,,,
,04350656000195,,,,,,
,00120318000106,,,,,,
,21812264000110,,,,,,
,13052773000163,,,,,,
,83579664000184,,,,,,
,04833448000228,,,,,,
,34625806000197,,,,,,
,04687525000106,,,,,,
,19268066000195,,,,,,
,11353934000123,,,,,,
,12838243000182,,,,,,
,34818088000175,,,,,,
,06964144000144,,,,,,
,04756482000165,,,,,,
,10859113000281,,,,,,
,92780600000138,,,,,,
,17736481000109,,,,,,
,71145273068,,,,,,
,90107053000107,,,,,,
,16738738000190,,,,,,
,13216488000130,,,,,,
,90065129000170,,,,,,
,89470462001824,,,,,,
,95131884000120,,,,,,
,20275751000128,,,,,,
,06070376000230,,,,,,
,24207663000140,,,,,,
,10384200000149,,,,,,
,03219579000176,,,,,,
,13051810000119,,,,,,
,91005710000240,,,,,,
,04596456000702,,,,,,
,02271341000631,,,,,,
,04256191000108,,,,,,
,03450412000111,,,,,,
,98244700000126,,,,,,
,06955731000177,,,,,,
,93489243004456,,,,,,
,01769977000130,,,,,,
,06020602000197,,,,,,
,90961210000139,,,,,,
,01429112000125,,,,,,
,00935264000137,,,,,,
,23680941000119,,,,,,
,93489243004618,,,,,,
,93489243003050,,,,,,
,72088610000108,,,,,,
,89599666000545,,,,,,
,02119318000200,,,,,,
,92647023000453,,,,,,
,93489243005770,,,,,,
,93489243001864,,,,,,
,97005581000943,,,,,,
,07473735001072,,,,,,
,07473735001820,,,,,,
,07473735003016,,,,,,
,07473735012430,,,,,,
,05294693000277,,,,,,
,11855367000103,,,,,,
,92169218000192,,,,,,
,03719173000586,,,,,,
,04275557000196,,,,,,
,08542850000204,,,,,,
,08219707000103,,,,,,
,10823932000198,,,,,,
,07681536000169,,,,,,
,86943131000128,,,,,,
,94549110000150,,,,,,
,89599666000111,,,,,,
,87277414000140,,,,,,
,91918870000108,,,,,,
,89810881000110,,,,,,
,04478537000112,,,,,,
,08378977000159,,,,,,
,01978708000184,,,,,,
,17634968000172,,,,,,
,06250226000127,,,,,,
,04821819000251,,,,,,
,90950114000195,,,,,,
,14169952000148,,,,,,
,01710743000118,,,,,,
,87062618000164,,,,,,
,89845176000158,,,,,,
,05556976000169,,,,,,
,10770636000176,,,,,,
,08803217000222,,,,,,
,05423617000133,,,,,,
,10904565000157,,,,,,
,10418229000102,,,,,,
,10808778000185,,,,,,
,03422395000109,,,,,,
,13115943000101,,,,,,
,09519874000124,,,,,,
,89371058000236,,,,,,
,89053078000188,,,,,,
,00547721000205,,,,,,
,09303807000178,,,,,,
,87001582000109,,,,,,
,03857424000165,,,,,,
,92219823000120,,,,,,
,01991461001965,,,,,,
,07473735009995,,,,,,
,07473735013593,,,,,,
,88589775000195,,,,,,
,90397555001264,,,,,,
,10719747000158,,,,,,
,89840797000149,,,,,,
,20178219000192,,,,,,
,15654812000128,,,,,,
,13536617000178,,,,,,
,25358819000156,,,,,,
,93174282000124,,,,,,
,17286435000147,,,,,,
,05438697000109,,,,,,
,95191789000111,,,,,,
,34028316442122,,,,,,
,18489968000199,,,,,,
,22715511000122,,,,,,
,02877013000179,,,,,,
,00694855000160,,,,,,
,07335166000108,,,,,,
,10476321000110,,,,,,
,04409291000470,,,,,,
,06220232000131,,,,,,
,04497684000130,,,,,,
,93134005000198,,,,,,
,87975397000115,,,,,,
,05556876000132,,,,,,
,87762308000152,,,,,,
,12344419000140,,,,,,
,89454581000145,,,,,,
,24777647000192,,,,,,
,08683829000148,,,,,,
,04217236000135,,,,,,
,05244964000107,,,,,,
,00406026000134,,,,,,
,15587740000143,,,,,,
,08916500000180,,,,,,
,17728967000197,,,,,,
,06165713000191,,,,,,
,17884102000110,,,,,,
,27354874000101,,,,,,
,07582392000193,,,,,,
,03121760000145,,,,,,
,25025619000181,,,,,,
,11643416000144,,,,,,
,21641834000156,,,,,,
,26125544000173,,,,,,
,11108607000106,,,,,,
,08491864000165,,,,,,
,24855466000137,,,,,,
,14161584000191,,,,,,
,06981350000162,,,,,,
,15252577000168,,,,,,
,17160111000168,,,,,,
,90573643000206,,,,,,
,05797123000119,,,,,,
,06214058000114,,,,,,
,28215126000100,,,,,,
,74908070000189,,,,,,
,24068278000169,,,,,,
,07025295000108,,,,,,
,12423106000187,,,,,,
,07421516000159,,,,,,
,00689454000111,,,,,,
,09203421000194,,,,,,
